# dim = 3, N = 500, dt = 0.001, alpha = 0.5 and mc = 2099

# Theoretical Energy = 7.500000e+02

# Energy     Acceptance   CPU time        Solver
7.500000e+02 4.347061e-01 5.852499e+00    0  # Analytic
7.445919e+02 4.361382e-01 var:2.953359e+03 1.756900e+01    1  # Numerical
