# dim = 3, N = 10, dt = 0.001, alpha = 0.5 and mc = 104957

# Theoretical Energy = 1.500000e+01

# Energy     Acceptance   CPU time        Solver
1.500000e+01 9.766457e-01 5.262040e-01    0  # Analytic
1.493040e+01 9.764970e-01 3.966555e+00    1  # Numerical
