# dim = 2, N = 10, dt = 0.001, alpha = 0.5 and mc = 104957

# Theoretical Energy = 1.000000e+01

# Energy     Acceptance   CPU time        Solver
1.000000e+01 9.817868e-01 4.675860e-01    0  # Analytic
1.008432e+01 9.817678e-01 3.820726e+00    1  # Numerical
