# dim = 2, N = 500, dt = 0.001, alpha = 0.5 and mc = 2099

# Theoretical Energy = 5.000000e+02

# Energy     Acceptance   CPU time        Solver
5.000000e+02 6.584678e-01 4.712382e+00    0  # Analytic
5.346153e+02 6.591139e-01 1.394107e+01    1  # Numerical
