# dim = 1, N = 500, dt = 0.001, alpha = 0.5 and mc = 1048576

# Theoretical Energy = 2.500000e+02

# Energy     Acceptance   CPU time        Solver
2.500000e+02 9.859085e-01 1.225942e+03    0  # Analytic
2.551006e+02 9.858991e-01 2.914487e+03    1  # Numerical
