# dim = 1, N = 100, dt = 0.001, alpha = 0.5 and mc = 1048576

# Theoretical Energy = 5.000000e+01

# Energy     Acceptance   CPU time        Solver
5.000000e+01 9.858873e-01 6.058452e+01    0  # Analytic
4.787102e+01 9.858375e-01 1.688052e+02    1  # Numerical
